Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct,TRUE
2002-03,Arkansas RiverBlades,ECHL,23,0,2,2,28,-13,3,0,0,0,0,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Trenton Titans,ECHL,3,0,1,1,6,-1,--,--,--,--,--,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Nizhny Novgorod Torpedo,Russia,2,0,0,0,2,--,--,--,--,--,--,Maxim Linnik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Olds Grizzlys,AJHL,5,0,0,0,8,--,,,,,,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Seattle Thunderbirds,WHL,71,1,11,12,241,--,5,0,0,0,16,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Seattle Thunderbirds,WHL,70,4,26,30,195,30,11,0,1,1,40,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Seattle Thunderbirds,WHL,70,3,15,18,183,15,7,1,1,2,12,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Trenton Titans,ECHL,17,2,2,4,24,-1,15,0,1,1,26,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Philadelphia Phantoms,AHL,56,2,10,12,107,9,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Philadelphia Phantoms,AHL,9,0,0,0,11,-2,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Trenton Titans,ECHL,14,1,1,2,49,7,3,0,0,0,4,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Milwaukee Admirals,AHL,28,2,4,6,56,6,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Milwaukee Admirals,AHL,64,2,10,12,130,7,6,0,1,1,12,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Houston Aeros,AHL,72,4,7,11,168,-7,2,0,0,0,7,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Pensacola Ice Pilots,ECHL,64,10,17,27,140,21,4,0,0,0,10,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Syracuse Crunch,AHL,5,0,0,0,6,0,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Grand Rapids Griffins,AHL,4,1,0,1,2,1,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Stockton Thunder,ECHL,63,5,16,21,111,2,6,1,0,1,6,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Fort Wayne Komets,IHL,8,0,2,2,15,7,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Dresden Ice Lions,2.GBun,31,2,12,14,54,--,--,--,--,--,--,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Jesenice,Austria,39,1,5,6,91,-10,,,,,,Jason Beckett,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Jokerit Helsinki,SM-liiga,48,0,1,1,42,0,3,0,1,1,0,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Jokerit Helsinki,SM-liiga,49,1,6,7,46,11,11,1,1,2,2,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Phoenix Coyotes,NHL,81,4,12,16,90,9,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Phoenix Coyotes,NHL,76,2,12,14,74,6,5,0,0,0,6,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Phoenix Coyotes,NHL,67,2,7,9,82,1,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Phoenix Coyotes,NHL,67,2,4,6,87,-10,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Colorado Avalanche,NHL,12,0,0,0,2,-4,11,0,1,1,18,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Jokerit Helsinki,SM-liiga,28,2,2,4,30,6,12,0,0,0,26,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Colorado Avalanche,NHL,53,0,4,4,56,10,1,0,0,0,0,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Colorado Avalanche,NHL,74,2,6,8,69,6,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Djurgardens IF Stockholm,SEL,45,7,8,15,102,12,5,0,0,0,2,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Philadelphia Flyers,NHL,46,1,9,10,22,7,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Vancouver Canucks,NHL,3,0,1,1,0,1,3,0,0,0,2,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Minsk Dynamo,KHL,52,0,6,6,76,-10,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Jokerit Helsinki,SM-liiga,60,2,11,13,79,9,,,,,,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Jokerit Helsinki,SM-liiga,57,5,16,21,98,11,10,1,2,3,8,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Jokerit Helsinki,SM-liiga,53,2,11,13,61,6,6,0,3,3,6,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Jokerit Helsinki,SM-liiga,44,1,4,5,24,11,2,0,0,0,0,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Jokerit Helsinki,KHL,44,0,6,6,60,-6,10,0,1,1,33,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Jokerit Helsinki,KHL,6,0,0,0,2,0,--,--,--,--,--,Ossi Vaananen,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Peterborough Bees,OPJHL,51,26,30,56,33,--,,,,,,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Sudbury Wolves,OHL,66,24,25,49,65,--,9,2,2,4,13,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Sudbury Wolves,OHL,68,41,65,106,55,10,4,2,1,3,4,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Ottawa Senators,NHL,32,4,5,9,15,-6,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Ottawa Senators,NHL,60,7,12,19,46,-1,4,0,1,1,4,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Ottawa Senators,NHL,58,15,9,24,55,8,10,2,1,3,0,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Ottawa Senators,NHL,74,18,20,38,54,13,18,2,2,4,16,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Ottawa Senators,NHL,24,4,6,10,39,-3,7,1,0,1,4,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Zug EV,Swiss-A,21,9,18,27,32,--,9,2,3,5,10,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Ottawa Senators,NHL,68,22,22,44,64,23,10,2,2,4,12,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Ottawa Senators,NHL,68,22,26,48,41,15,20,5,5,10,24,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Ottawa Senators,NHL,79,23,24,47,82,-10,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Ottawa Senators,NHL,78,13,19,32,66,0,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Ottawa Senators,NHL,79,25,28,53,59,1,6,2,3,5,6,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Ottawa Senators,NHL,55,14,10,24,33,-19,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Nashville Predators,NHL,27,5,7,12,10,2,12,3,4,7,11,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Nashville Predators,NHL,72,24,27,51,33,11,10,1,3,4,8,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Nashville Predators,NHL,38,10,11,21,27,6,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Nashville Predators,NHL,75,20,29,49,60,-4,--,--,--,--,--,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Nashville Predators,NHL,59,19,20,39,39,4,3,0,1,1,0,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Nashville Predators,NHL,70,13,10,23,29,-14,14,5,2,7,2,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Nashville Predators,NHL,72,18,24,42,55,1,20,0,4,4,2,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,Nashville Predators,NHL,16,2,2,4,8,0,12,1,0,1,2,Mike Fisher,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Rouyn-Noranda Huskies,QMJHL,67,40,85,125,55,--,6,3,1,4,0,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Rouyn-Noranda Huskies,QMJHL,69,67,100,167,137,50,11,5,11,16,12,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Fredericton Canadiens,AHL,--,--,--,--,--,--,5,0,1,1,2,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Rouyn-Noranda Huskies,QMJHL,2,1,3,4,0,2,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Quebec Remparts,QMJHL,21,17,28,45,30,17,11,3,20,23,38,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Quebec Citadelles,AHL,3,0,0,0,2,-8,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Montreal Canadiens,NHL,19,1,1,2,2,-6,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Montreal Canadiens,NHL,2,0,0,0,2,0,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Quebec Citadelles,AHL,74,26,40,66,44,-5,9,1,5,6,23,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Montreal Canadiens,NHL,43,8,10,18,12,-11,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Quebec Citadelles,AHL,23,9,14,23,36,7,3,0,3,3,0,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Montreal Canadiens,NHL,52,5,12,17,6,-3,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Hamilton Bulldogs,AHL,3,0,1,1,0,1,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Montreal Canadiens,NHL,81,20,45,65,34,15,11,2,1,3,18,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Blues,SM-liiga,17,8,9,17,4,7,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Montreal Canadiens,NHL,79,16,35,51,36,-6,6,0,2,2,0,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Dallas Stars,NHL,81,18,41,59,22,3,7,0,3,3,4,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Dallas Stars,NHL,76,27,56,83,46,21,18,3,14,17,16,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Dallas Stars,NHL,82,22,56,78,52,-4,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Dallas Stars,NHL,66,19,34,53,38,-5,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Dallas Stars,NHL,82,19,52,71,28,-4,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Dallas Stars,NHL,74,18,45,63,66,5,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Washington Capitals,NHL,48,13,36,49,53,-4,7,1,1,2,10,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Phoenix Coyotes,NHL,80,16,31,47,52,-13,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Nashville Predators,NHL,82,15,47,62,52,11,6,1,4,5,4,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Nashville Predators,NHL,81,7,43,50,62,11,12,0,2,2,16,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Nashville Predators,NHL,46,4,21,25,14,-5,--,--,--,--,--,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Milwaukee Admirals,AHL,28,5,21,26,18,-6,3,0,3,3,0,Mike Ribeiro,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Ottawa Jr. Senators,CJHL,52,31,19,50,51,--,,,,,,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Belleville Bulls,OHL,50,10,32,42,32,--,--,--,--,--,--,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Belleville Bulls,OHL,66,41,53,94,34,--,10,5,9,14,6,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Belleville Bulls,OHL,68,52,47,99,28,40,21,21,30,51,20,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Belleville Bulls,OHL,60,40,36,76,52,18,16,4,12,16,16,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Worcester IceCats,AHL,43,7,22,29,33,6,11,7,3,10,8,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,St. Louis Blues,NHL,1,0,0,0,0,-2,--,--,--,--,--,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Worcester IceCats,AHL,75,38,38,76,86,6,3,1,2,3,4,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Worcester IceCats,AHL,44,21,17,38,42,2,--,--,--,--,--,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,St. Louis Blues,NHL,11,2,1,3,0,-1,--,--,--,--,--,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Bridgeport Sound Tigers,AHL,5,7,1,8,4,2,7,1,3,4,7,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,New York Islanders,NHL,5,1,2,3,4,1,1,0,0,0,0,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,New York Islanders,NHL,64,8,5,13,8,4,--,--,--,--,--,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Bridgeport Sound Tigers,AHL,59,18,16,34,52,-5,--,--,--,--,--,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Bridgeport Sound Tigers,AHL,12,6,6,12,12,-5,5,1,3,4,4,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Lowell Devils,AHL,29,12,17,29,24,7,--,--,--,--,--,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Basel EHC,Swiss-A,41,6,22,28,40,--,,,,,,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Wolfsburg Grizzly Adams,DEL,49,21,34,55,58,9,10,0,3,3,8,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Mannheim Eagles,DEL,51,19,25,44,38,8,2,1,1,2,0,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Mannheim Eagles,DEL,13,4,4,8,6,-2,--,--,--,--,--,Justin Papineau,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,St. Michael's Buzzers,OPJHL,5,2,1,3,0,--,,,,,,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Sudbury Wolves,OHL,61,30,32,62,15,--,--,--,--,--,--,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Sudbury Wolves,OHL,62,33,41,74,48,--,10,0,1,1,4,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Sudbury Wolves,OHL,68,52,68,120,47,9,4,2,3,5,4,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Sudbury Wolves,OHL,68,52,60,112,47,39,12,8,11,19,6,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Rochester Americans,AHL,77,20,27,47,56,6,4,0,0,0,2,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Rochester Americans,AHL,74,20,18,38,20,11,2,0,3,3,6,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Buffalo Sabres,NHL,5,0,1,1,0,0,--,--,--,--,--,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Rochester Americans,AHL,67,16,32,48,39,7,3,2,0,2,2,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Buffalo Sabres,NHL,8,0,2,2,6,-2,--,--,--,--,--,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Rochester Americans,AHL,77,18,19,37,60,2,16,7,6,13,10,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Buffalo Sabres,NHL,2,0,0,0,2,0,--,--,--,--,--,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Rochester Americans,AHL,72,12,21,33,46,1,9,1,2,3,4,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Springfield Falcons,AHL,53,19,29,48,34,-18,--,--,--,--,--,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Tampa Bay Lightning,NHL,14,2,1,3,4,-2,--,--,--,--,--,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Springfield Falcons,AHL,73,26,34,60,46,-29,--,--,--,--,--,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Norfolk Admirals,AHL,56,18,28,46,30,-1,--,--,--,--,--,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Wolfsburg Grizzly Adams,DEL,52,10,39,49,26,14,10,1,3,4,2,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Wolfsburg Grizzly Adams,DEL,54,20,32,52,53,20,7,2,6,8,6,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Wolfsburg Grizzly Adams,DEL,51,13,35,48,28,16,9,4,7,11,2,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Wolfsburg Grizzly Adams,DEL,52,14,44,58,33,10,4,2,2,4,2,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Wolfsburg Grizzly Adams,DEL,52,9,35,44,51,-5,12,4,7,11,2,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Wolfsburg Grizzly Adams,DEL,45,9,25,34,18,3,11,4,7,11,4,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Wolfsburg Grizzly Adams,DEL,39,9,23,32,14,-1,4,2,2,4,2,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Duesseldorf EG,DEL,51,10,35,45,41,-1,5,1,1,2,2,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Duesseldorf EG,DEL,41,4,6,10,6,-1,--,--,--,--,--,Norm Milley,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Laval Titan College Francais,QMJHL,38,11,21,32,23,--,3,0,3,3,0,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Laval Titan College Francais,QMJHL,64,20,47,67,44,--,16,2,16,18,13,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Acadie-Bathurst Titan,QMJHL,50,9,58,67,60,21,23,13,18,31,22,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Boston Bruins,NHL,3,0,0,0,0,1,--,--,--,--,--,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Moncton Wildcats,QMJHL,26,10,25,35,36,33,16,3,15,18,36,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Providence Bruins,AHL,5,0,1,1,0,-10,--,--,--,--,--,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Boston Bruins,NHL,23,1,2,3,2,-1,--,--,--,--,--,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Providence Bruins,AHL,39,3,21,24,6,-6,17,0,5,5,4,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Boston Bruins,NHL,31,3,13,16,14,2,--,--,--,--,--,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Providence Bruins,AHL,59,6,31,37,36,-13,2,0,0,0,2,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Boston Bruins,NHL,20,0,3,3,9,0,1,0,0,0,2,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Boston Bruins,NHL,73,6,16,22,21,4,2,0,1,1,0,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Providence Bruins,AHL,1,0,0,0,0,0,--,--,--,--,--,Jonathan Girard,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Brandon Wheat Kings,WHL,30,NA,1,NA,5,NA,14,NA,0,NA,0,Jomar Cruz,Goalie,1596,81,1,3,3.05,16,9,1,627,0.886,NA
1998-99,Brandon Wheat Kings,WHL,38,NA,0,NA,7,NA,1,NA,0,NA,0,Jomar Cruz,Goalie,2059,134,4,0,3.90,16,16,0,934,0.875,NA
1999-00,Brandon Wheat Kings,WHL,21,NA,1,NA,2,NA,-,NA,-,NA,-,Jomar Cruz,Goalie,1151,73,0,1,3.81,7,13,1,592,0.890,NA
1999-00,Tri-City Americans,WHL,35,NA,1,NA,4,NA,3,NA,0,NA,0,Jomar Cruz,Goalie,1968,126,0,0,3.84,8,22,4,878,0.875,NA
2000-01,Portland Winter Hawks,WHL,22,NA,0,NA,4,NA,2,NA,0,NA,0,Jomar Cruz,Goalie,1116,59,0,1,3.17,7,8,2,448,0.884,NA
2001-02,U. of Manitoba,CWUAA,4,NA,0,NA,0,NA,,NA,,NA,,Jomar Cruz,Goalie,191,9,0,0,2.82,3,0,0,73,0.890,NA
2001-02,Macon Whoopee,ECHL,1,NA,0,NA,0,NA,-,NA,-,NA,-,Jomar Cruz,Goalie,60,4,0,0,4.00,1,0,0,30,0.882,NA
2002-03,U. of Manitoba,CWUAA,21,NA,0,NA,2,NA,,NA,,NA,,Jomar Cruz,Goalie,,,,,,,,,,,NA
